ID,Brand,Product,Price,Category,Subcategory,gluten_free_score,image_url
714816,,Blackstone Winemarker's Select Cabernet Sauvignon 2008,15.95,Wine,Red Wine,2,https://aem.lcbo.com/content/dam/lcbo/products/7/1/4/8/714816.jpg.thumb.319.319.png
772335,Private Stock,Il Carpino Exordium IGT Orange Wine 2016,50.85,Wine,White Wine,2,https://aem.lcbo.com/content/dam/lcbo/products/7/7/2/3/772335.jpg.thumb.319.319.png
772343,Private Stock,Vis Uvae Pinot Grigio IGT Orange Wine 2016,50.90,Wine,White Wine,2,https://aem.lcbo.com/content/dam/lcbo/products/7/7/2/3/772343.jpg.thumb.319.319.png
900919,Private Stock,Tandem Winery Immune Red 2019,20.90,Wine,Red Wine,2,https://aem.lcbo.com/content/dam/lcbo/products/9/0/0/9/900919.jpg.thumb.319.319.png
963610,Private Stock,Onx Wines Mad Crush 2017,78.10,Wine,Red Wine,2,https://aem.lcbo.com/content/dam/lcbo/products/9/6/3/6/963610.jpg.thumb.319.319.png
988500,Private Stock,Emilia Sweet Wine 2009,48.35,Wine,Red Wine,2,https://aem.lcbo.com/content/dam/lcbo/products/9/8/8/5/988500.jpg.thumb.319.319.png
Angove_Family_Crest_Chardonnay_2021,Angove Family,Crest Chardonnay 2021,22.00,Wine,,3,https://images.commerce7.com/one-stop-wine-shop/images/medium/agfc-v2019-ch-front-bottle-lr-1-1676243834524.png
Angove_Family_Crest_Chardonnay_2021,Angove Family,Crest Chardonnay 2021,22.00,Wine,,3,https://images.commerce7.com/one-stop-wine-shop/images/medium/agfc-v2019-ch-front-bottle-lr-1-1676243834524.png
Bravium_Wiley_Vineyard_Blanc_De_Noirs_2021,Bravium Wiley,Vineyard Blanc De Noirs 2021,25.00,Wine,,3,https://bravium.com/wp-content/uploads/2022/09/BRAV-V2019-Blanc-de-Noir-Front-Bottle-LR.png
Bravium_Wiley_Vineyard_Blanc_De_Noirs_2021,Bravium Wiley,Vineyard Blanc De Noirs 2021,25.00,Wine,,3,https://bravium.com/wp-content/uploads/2022/09/BRAV-V2019-Blanc-de-Noir-Front-Bottle-LR.png
Bravium_Wiley_Vineyard_Rosé_of_Pinot_Noir_2023,Bravium Wiley,Vineyard Rosé of Pinot Noir 2023,25.00,Wine,,3,https://www.bravium.com/wp-content/uploads/2024/10/BRAV-v2023-RS-Wiley-Front-Bottle-HR-e1729547418472.png
Bravium_Wiley_Vineyard_Rosé_of_Pinot_Noir_2023,Bravium Wiley,Vineyard Rosé of Pinot Noir 2023,25.00,Wine,,3,https://www.bravium.com/wp-content/uploads/2024/10/BRAV-v2023-RS-Wiley-Front-Bottle-HR-e1729547418472.png
Complicated_Red_2020,Complicated Red,2020,25.00,Wine,,3,"https://assets.wine.com/winecom/image/upload/w_600,h_600,dpr_2.0,c_fit,q_auto:good,fl_progressive/tywnnuiunmef0rgg2aqc.jpg"
Iron_+_Sand_Cabernet_Sauvignon_2022,Iron +,Sand Cabernet Sauvignon 2022,25.00,Wine,,3,"https://assets.wine.com/winecom/image/upload/w_600,h_600,dpr_2.0,c_fit,q_auto:good,fl_progressive/hypg4qqhvnq2bzixjpfr.jpg"
Iron_+_Sand_Cabernet_Sauvignon_2022,Iron +,Sand Cabernet Sauvignon 2022,25.00,Wine,,3,"https://assets.wine.com/winecom/image/upload/w_600,h_600,dpr_2.0,c_fit,q_auto:good,fl_progressive/hypg4qqhvnq2bzixjpfr.jpg"
Joel_Gott_815_Cabernet_Sauvignon_2021,Joel Gott,815 Cabernet Sauvignon 2021,20.00,Wine,,3,https://www.gottwines.com/wp-content/uploads/2020/05/JG-V2021-CS-815-Front-Bottle-LR.png
Joel_Gott_815_Cabernet_Sauvignon_2021,Joel Gott,815 Cabernet Sauvignon 2021,20.00,Wine,,3,https://www.gottwines.com/wp-content/uploads/2020/05/JG-V2021-CS-815-Front-Bottle-LR.png
Joel_Gott_California_Barrel-Aged_Chardonnay_2021,Joel Gott,California Barrel-Aged Chardonnay 2021,20.00,Wine,,3,https://www.gottwines.com/wp-content/uploads/2021/06/JG-V2021-California-BrlAged-CH-Front-Bottle-LR.png
Joel_Gott_California_Barrel-Aged_Chardonnay_2021,Joel Gott,California Barrel-Aged Chardonnay 2021,20.00,Wine,,3,https://www.gottwines.com/wp-content/uploads/2021/06/JG-V2021-California-BrlAged-CH-Front-Bottle-LR.png
Joel_Gott_California_Pinot_Noir_2023,Joel Gott,California Pinot Noir 2023,20.00,Wine,,3,https://www.gottwines.com/wp-content/uploads/2020/05/JG-V2023-California-PN-Front-Bottle-LR.png
Joel_Gott_California_Pinot_Noir_2023,Joel Gott,California Pinot Noir 2023,20.00,Wine,,3,https://www.gottwines.com/wp-content/uploads/2020/05/JG-V2023-California-PN-Front-Bottle-LR.png
Joel_Gott_California_Unoaked_Chardonnay_2023,Joel Gott,California Unoaked Chardonnay 2023,16.00,Wine,,3,https://www.gottwines.com/wp-content/uploads/2020/08/JG-V2023-California-CH-Front-Bottle-LR.png
Joel_Gott_California_Unoaked_Chardonnay_2023,Joel Gott,California Unoaked Chardonnay 2023,16.00,Wine,,3,https://www.gottwines.com/wp-content/uploads/2020/08/JG-V2023-California-CH-Front-Bottle-LR.png
Joel_Gott_Palisades_Artist_Series_Red_Wine,Joel Gott,Palisades Artist Series Red Wine,16.00,Wine,,3,https://www.kroger.com/product/images/large/front/0081762501018
Joel_Gott_Palisades_Artist_Series_Red_Wine,Joel Gott,Palisades Artist Series Red Wine,16.00,Wine,,3,https://www.kroger.com/product/images/large/front/0081762501018
Mason_Napa_Valley_Sauvignon_Blanc_2023,Mason Napa,Valley Sauvignon Blanc 2023,19.00,Wine,,3,"https://assets.wine.com/winecom/image/upload/w_600,h_600,dpr_2.0,c_fit,q_auto:good,fl_progressive/lds40kgxkqajegq6aejw.jpg"
Mason_Napa_Valley_Sauvignon_Blanc_2023,Mason Napa,Valley Sauvignon Blanc 2023,19.00,Wine,,3,"https://assets.wine.com/winecom/image/upload/w_600,h_600,dpr_2.0,c_fit,q_auto:good,fl_progressive/lds40kgxkqajegq6aejw.jpg"
Ménage_à_Trois_Bourbon_Barrel_Cabernet_Sauvignon_2022,Ménage à,Trois Bourbon Barrel Cabernet Sauvignon 2022,15.00,Wine,,3,https://www.marketviewliquor.com/mm5/graphics/00000001/MENAGEATROISBOURBBARRLCAB.jpg
Ménage_à_Trois_Bourbon_Barrel_Cabernet_Sauvignon_2022,Ménage à,Trois Bourbon Barrel Cabernet Sauvignon 2022,15.00,Wine,,3,https://www.marketviewliquor.com/mm5/graphics/00000001/MENAGEATROISBOURBBARRLCAB.jpg
Ménage_à_Trois_Exotic_White_Blend,Ménage à,Trois Exotic White Blend,12.00,Wine,,3,https://images.albertsons-media.com/is/image/ABS/189055709-C1N1?$ng-ecom-pdp-desktop$&defaultImage=Not_Available
Ménage_à_Trois_Exotic_White_Blend,Ménage à,Trois Exotic White Blend,12.00,Wine,,3,https://images.albertsons-media.com/is/image/ABS/189055709-C1N1?$ng-ecom-pdp-desktop$&defaultImage=Not_Available
Mind_&_Body_Bubbly_Rosé,Mind &,Body Bubbly Rosé,26.00,Wine,,3,https://www.kroger.com/product/images/large/front/0008520002359
Napa_Cellars_Pinot_Noir_2022,Napa Cellars,Pinot Noir 2022,26.00,Wine,,3,https://images.commerce7.com/napa-cellars/images/medium/napc-nv-pn-front-bottle-lr-1724267748457.png
Napa_Cellars_Pinot_Noir_2022,Napa Cellars,Pinot Noir 2022,26.00,Wine,,3,https://images.commerce7.com/napa-cellars/images/medium/napc-nv-pn-front-bottle-lr-1724267748457.png
Napa_Cellars_Sauvignon_Blanc_2023,Napa Cellars,Sauvignon Blanc 2023,20.00,Wine,,3,"https://assets.wine.com/winecom/image/upload/w_600,h_600,dpr_2.0,c_fit,q_auto:good,fl_progressive/bfpndwcmbuupeaslxuhe.jpg"
Napa_Cellars_Sauvignon_Blanc_2023,Napa Cellars,Sauvignon Blanc 2023,20.00,Wine,,3,"https://assets.wine.com/winecom/image/upload/w_600,h_600,dpr_2.0,c_fit,q_auto:good,fl_progressive/bfpndwcmbuupeaslxuhe.jpg"
Naturalis_Cabernet_Sauvignon_2020,Naturalis Cabernet,Sauvignon 2020,12.00,Wine,,3,https://images.commerce7.com/one-stop-wine-shop/images/medium/agnt-v2020-cs-front-bottle-lr-2-1678827579050.png
Naturalis_Cabernet_Sauvignon_2020,Naturalis Cabernet,Sauvignon 2020,12.00,Wine,,3,https://images.commerce7.com/one-stop-wine-shop/images/medium/agnt-v2020-cs-front-bottle-lr-2-1678827579050.png
Naturalis_Sauvignon_Blanc_2023,Naturalis Sauvignon,Blanc 2023,12.00,Wine,,3,https://images.commerce7.com/one-stop-wine-shop/images/medium/agnt-v2020-sb-front-bottle-lr-1-1678827661151.png
Naturalis_Sauvignon_Blanc_2023,Naturalis Sauvignon,Blanc 2023,12.00,Wine,,3,https://images.commerce7.com/one-stop-wine-shop/images/medium/agnt-v2020-sb-front-bottle-lr-1-1678827661151.png
Neyers_Chardonnay_'304'_2023,Neyers Chardonnay,304' 2023,30.00,Wine,,3,"https://www.binnys.com/cdn-cgi/image/width=690,height=690,fit=pad,background=%23fff,format=auto/globalassets/catalogs/binnys/16/1651/165186/165186.jpg"
Neyers_Chardonnay_'304'_2023,Neyers Chardonnay,304' 2023,30.00,Wine,,3,"https://www.binnys.com/cdn-cgi/image/width=690,height=690,fit=pad,background=%23fff,format=auto/globalassets/catalogs/binnys/16/1651/165186/165186.jpg"
Neyers_Chardonnay_Carneros_2022,Neyers Chardonnay,Carneros 2022,35.00,Wine,,3,https://www.thewinestop.com/media/catalog/product/cache/3d825522e3e2d22762b6ad04830e1173/image/101151bf0/2022-neyers-carneros-chardonnay.png
Neyers_Chardonnay_Carneros_2022,Neyers Chardonnay,Carneros 2022,35.00,Wine,,3,https://www.thewinestop.com/media/catalog/product/cache/3d825522e3e2d22762b6ad04830e1173/image/101151bf0/2022-neyers-carneros-chardonnay.png
Quinta_Sardonia_'Q'_Red_Blend_2017,Quinta Sardonia,Q' Red Blend 2017,75.00,Wine,,3,https://images.commerce7.com/one-stop-wine-shop/images/medium/qnta-v2016-qred-front-bottle-lr-1678828193150.png
Quinta_Sardonia_'Q'_Red_Blend_2017,Quinta Sardonia,Q' Red Blend 2017,75.00,Wine,,3,https://images.commerce7.com/one-stop-wine-shop/images/medium/qnta-v2016-qred-front-bottle-lr-1678828193150.png
San_Polo_Brunello_di_Montalcino_2018,San Polo,Brunello di Montalcino 2018,80.00,Wine,,3,https://sanpolomontalcino.it/media/vini/BRUNELLO-DI-MONTALCINO.png
San_Polo_Brunello_di_Montalcino_2018,San Polo,Brunello di Montalcino 2018,80.00,Wine,,3,https://sanpolomontalcino.it/media/vini/BRUNELLO-DI-MONTALCINO.png
San_Polo_Brunello_di_Montalcino_Riserva_2018,San Polo,Brunello di Montalcino Riserva 2018,250.00,Wine,,3,https://sanpolomontalcino.it/media/vini/RISERVA-BRUNELLO-DI-MONTALCINO.png
San_Polo_Brunello_di_Montalcino_Riserva_2018,San Polo,Brunello di Montalcino Riserva 2018,250.00,Wine,,3,https://sanpolomontalcino.it/media/vini/RISERVA-BRUNELLO-DI-MONTALCINO.png
San_Polo_Brunello_di_Montalcino_Vignacheccia_2018,San Polo,Brunello di Montalcino Vignacheccia 2018,350.00,Wine,,3,https://images.commerce7.com/one-stop-wine-shop/images/medium/snpl-v2019-vignavecchia-front-bottle-lr-1725405990233.png
San_Polo_Brunello_di_Montalcino_Vignacheccia_2018,San Polo,Brunello di Montalcino Vignacheccia 2018,350.00,Wine,,3,https://images.commerce7.com/one-stop-wine-shop/images/medium/snpl-v2019-vignavecchia-front-bottle-lr-1725405990233.png
San_Polo_Rubio_2022,San Polo,Rubio 2022,19.00,Wine,,3,https://sanpolomontalcino.it/media/vini/RUBIO.png
San_Polo_Rubio_2022,San Polo,Rubio 2022,19.00,Wine,,3,https://sanpolomontalcino.it/media/vini/RUBIO.png
SEAGLASS_Pinot_Noir_2022,SEAGLASS Pinot,Noir 2022,15.00,Wine,,3,"https://res.cloudinary.com/htt8g4cd/image/upload/t_500x500/f_auto,q_auto/wx/172011322_1"
SEAGLASS_Pinot_Noir_2022,SEAGLASS Pinot,Noir 2022,15.00,Wine,,3,"https://res.cloudinary.com/htt8g4cd/image/upload/t_500x500/f_auto,q_auto/wx/172011322_1"
Trinity_Oaks_Cabernet_Sauvignon_2022,Trinity Oaks,Cabernet Sauvignon 2022,9.00,Wine,,3,https://www.liquorcave.com/cdn/shop/files/ab6d050d98fb5b6be2236fffd084146e5842e420_550x550.jpg?v=1734633189
Trinity_Oaks_Cabernet_Sauvignon_2022,Trinity Oaks,Cabernet Sauvignon 2022,9.00,Wine,,3,https://www.liquorcave.com/cdn/shop/files/ab6d050d98fb5b6be2236fffd084146e5842e420_550x550.jpg?v=1734633189
Trinity_Oaks_Chardonnay_2023,Trinity Oaks,Chardonnay 2023,9.00,Wine,,3,https://www.kroger.com/product/images/large/front/0008520000501
Trinity_Oaks_Chardonnay_2023,Trinity Oaks,Chardonnay 2023,9.00,Wine,,3,https://www.kroger.com/product/images/large/front/0008520000501
Vall_Llach_Embruix_2022,Vall Llach,Embruix 2022,28.00,Wine,,3,"https://assets.wine.com/winecom/image/upload/w_600,h_600,dpr_2.0,c_fit,q_auto:good,fl_progressive/zw6iisejzdofpes389rx.jpg"
Vall_Llach_Embruix_2022,Vall Llach,Embruix 2022,28.00,Wine,,3,"https://assets.wine.com/winecom/image/upload/w_600,h_600,dpr_2.0,c_fit,q_auto:good,fl_progressive/zw6iisejzdofpes389rx.jpg"
Vall_Llach_Mas_de_la_Rosa_2021,Vall Llach,Mas de la Rosa 2021,300.00,Wine,,3,https://cdn.vinissimus.com/img/unsafe/p385x/plain/local:///prfmtgrande/vi/valmr19_anv800_1643735948.png
Vall_Llach_Mas_de_la_Rosa_2021,Vall Llach,Mas de la Rosa 2021,300.00,Wine,,3,https://cdn.vinissimus.com/img/unsafe/p385x/plain/local:///prfmtgrande/vi/valmr19_anv800_1643735948.png
Vall_Llach_Porrera_Vi_de_Vila_Blanc_2023,Vall Llach,Porrera Vi de Vila Blanc 2023,65.00,Wine,,3,"https://assets.wine.com/winecom/image/upload/w_600,h_600,dpr_2.0,c_fit,q_auto:good,fl_progressive/qvdrrwewnpzuxwvgvfpf.jpg"
Vall_Llach_Porrera_Vi_de_Vila_Blanc_2023,Vall Llach,Porrera Vi de Vila Blanc 2023,65.00,Wine,,3,"https://assets.wine.com/winecom/image/upload/w_600,h_600,dpr_2.0,c_fit,q_auto:good,fl_progressive/qvdrrwewnpzuxwvgvfpf.jpg"
Vall_Llach_Porrera_Vi_de_Vila_Negre_2022,Vall Llach,Porrera Vi de Vila Negre 2022,65.00,Wine,,3,https://images.commerce7.com/one-stop-wine-shop/images/medium/vall-v2022-porrera-vellesvinyes-front-bottle-lr-1726079430561.png
Vall_Llach_Porrera_Vi_de_Vila_Negre_2022,Vall Llach,Porrera Vi de Vila Negre 2022,65.00,Wine,,3,https://images.commerce7.com/one-stop-wine-shop/images/medium/vall-v2022-porrera-vellesvinyes-front-bottle-lr-1726079430561.png
